2.963841e-05 2.963841e-05
6.669192e-05 3.705351e-05
1.130002e-04 4.630830e-05
1.708722e-04 5.787196e-05
2.432121e-04 7.233995e-05
3.336535e-04 9.044133e-05
4.466538e-04 1.130004e-04
5.878643e-04 1.412104e-04
7.644400e-04 1.765757e-04
9.849635e-04 2.205235e-04
1.260771e-03 2.758079e-04
1.604810e-03 3.440391e-04
2.034484e-03 4.296733e-04
2.572756e-03 5.382721e-04
3.244668e-03 6.719120e-04
4.086019e-03 8.413507e-04
5.008268e-03 9.222498e-04
5.930518e-03 9.222498e-04
6.843814e-03 9.132959e-04
7.757110e-03 9.132959e-04
8.679539e-03 9.224289e-04
9.611380e-03 9.318414e-04
1.055293e-02 9.415481e-04
1.138888e-02 8.359539e-04
1.221702e-02 8.281413e-04
1.302983e-02 8.128053e-04
1.383511e-02 8.052794e-04
1.463293e-02 7.978231e-04
1.540900e-02 7.760643e-04
1.618506e-02 7.760643e-04
1.696112e-02 7.760643e-04
1.773719e-02 7.760643e-04
1.851325e-02 7.760643e-04
1.928932e-02 7.760643e-04
2.005799e-02 7.686732e-04
2.082666e-02 7.686732e-04
2.159534e-02 7.686732e-04
2.237162e-02 7.762838e-04
2.314022e-02 7.685978e-04
2.390121e-02 7.609879e-04
2.467772e-02 7.765183e-04
2.544632e-02 7.685946e-04
2.618447e-02 7.381553e-04
2.693769e-02 7.532196e-04
2.767570e-02 7.380031e-04
2.842131e-02 7.456114e-04
2.919097e-02 7.696633e-04
2.995236e-02 7.613874e-04
3.072211e-02 7.697543e-04
3.148341e-02 7.612955e-04
3.222815e-02 7.447456e-04
3.298964e-02 7.614814e-04
3.374256e-02 7.529254e-04
3.447067e-02 7.281037e-04
3.520695e-02 7.362847e-04
3.594323e-02 7.362847e-04
3.668808e-02 7.448461e-04
3.743293e-02 7.448461e-04
3.817777e-02 7.448461e-04
3.892262e-02 7.448461e-04
3.968609e-02 7.634673e-04
4.043070e-02 7.446162e-04
4.116613e-02 7.354234e-04
4.192041e-02 7.542804e-04
4.264640e-02 7.259949e-04
4.336332e-02 7.169200e-04
4.409886e-02 7.355413e-04
4.484421e-02 7.453485e-04
4.558956e-02 7.453485e-04
4.632484e-02 7.352762e-04
4.705018e-02 7.253401e-04
4.778559e-02 7.354142e-04
4.853151e-02 7.459201e-04
4.928840e-02 7.568896e-04
5.005676e-02 7.683576e-04
5.084951e-02 7.927499e-04
5.166868e-02 8.191749e-04
5.234940e-02 6.807228e-04
5.305015e-02 7.007440e-04
5.374059e-02 6.904390e-04
5.443103e-02 6.904390e-04
5.512147e-02 6.904390e-04
5.581190e-02 6.904390e-04
5.651330e-02 7.013983e-04
5.723808e-02 7.247783e-04
5.797536e-02 7.372745e-04
5.873944e-02 7.640844e-04
5.953291e-02 7.934723e-04
6.035877e-02 8.258589e-04
6.122054e-02 8.617658e-04
6.206357e-02 8.430318e-04
6.294581e-02 8.822426e-04
6.384957e-02 9.037607e-04
6.480090e-02 9.513270e-04
6.570344e-02 9.025410e-04
6.644902e-02 7.455774e-04
6.721154e-02 7.625223e-04
6.799222e-02 7.806776e-04
6.879241e-02 8.001946e-04
6.961366e-02 8.212523e-04
7.048185e-02 8.681810e-04
7.137634e-02 8.944895e-04
7.233046e-02 9.541222e-04
7.328458e-02 9.541222e-04
2.963841e-05 2.963841e-05
6.669192e-05 3.705351e-05
1.130002e-04 4.630830e-05
1.708722e-04 5.787196e-05
2.432121e-04 7.233995e-05
3.336535e-04 9.044133e-05
4.466538e-04 1.130004e-04
5.878643e-04 1.412104e-04
7.644400e-04 1.765757e-04
9.849635e-04 2.205235e-04
1.260771e-03 2.758079e-04
1.604810e-03 3.440391e-04
2.034484e-03 4.296733e-04
2.572756e-03 5.382721e-04
3.244668e-03 6.719120e-04
1.482140e-05 1.482140e-05
3.334747e-05 1.852607e-05
5.650398e-05 2.315651e-05
8.544794e-05 2.894396e-05
1.216358e-04 3.618781e-05
1.668705e-04 4.523477e-05
2.234012e-04 5.653065e-05
2.940645e-04 7.066331e-05
3.823780e-04 8.831349e-05
4.928188e-04 1.104408e-04
6.308315e-04 1.380127e-04
8.033475e-04 1.725159e-04
1.018992e-03 2.156449e-04
1.287962e-03 2.689701e-04
2.963841e-05 2.963841e-05
